customer_id,nome_completo,data_nascimento,genero,estado,cidade,nivel_fidelidade,data_cadastro,opt_in_newsletter,dispositivo_principal,renda_estimada,total_pedidos_historico,ltv_acumulado,segmento_rfm
CLI-01773,Augusto Machado,1998-02-16,F,PB,Campina Grande,Silver,2025-09-19,True,Android,5426.19,10,8011.41,Fiel
CLI-01774,Olívia Pimenta,2000-07-24,M,PE,Paulista,Bronze,2021-07-28,True,iOS,17053.56,5,3026.06,Promissor
CLI-01775,Luiz Otávio Barros,2006-07-07,M,RN,Macaíba,Silver,2022-09-12,False,Desktop,5679.3,12,2146.39,Fiel
CLI-01776,Ana Liz Siqueira,2004-11-07,F,PE,Paulista,Silver,2020-05-21,True,iOS,10961.08,21,15306.45,Em Risco
CLI-01777,Manuela Novaes,1989-01-07,F,SC,Chapecó,Bronze,2025-07-07,False,iOS,10994.2,5,1867.7,Churn
CLI-01778,Arthur Gabriel Caldeira,1987-11-05,M,CE,Caucaia,Silver,2021-04-12,False,iOS,12591.1,19,11334.79,Em Risco
CLI-01779,Zoe Costela,1996-08-15,F,ES,Serra,Bronze,2023-03-22,True,iOS,3425.65,7,5668.57,Promissor
CLI-01780,Sophie da Mata,2000-05-26,M,MT,Tangará da Serra,Silver,2023-06-20,False,Android,5612.59,13,8079.01,Promissor
CLI-01781,Ravy da Cunha,1993-01-25,F,SC,Chapecó,Bronze,2021-08-13,True,Android,24061.7,8,3358.38,Em Risco
CLI-01782,Laís da Rocha,2004-08-12,M,MA,Timon,Bronze,2021-05-03,True,iOS,16494.78,2,811.97,Hibernando
CLI-01783,Ana Julia da Costa,2003-05-24,M,SP,Osasco,Bronze,2020-07-12,False,Android,10226.62,7,2679.67,Hibernando
CLI-01784,Maria Flor Silveira,1995-03-07,M,PB,Patos,Silver,2025-03-14,False,Android,3328.43,18,14770.85,Em Risco
CLI-01785,Dr. Marcelo Nunes,1992-05-19,M,AM,Manaus,Bronze,2025-06-27,False,iOS,4452.18,7,1663.01,Promissor
CLI-01786,Vitor Hugo Correia,1999-05-13,F,CE,Sobral,Bronze,2023-02-10,False,iOS,11688.16,5,2561.64,Em Risco
CLI-01787,Aylla Abreu,2003-07-13,M,SP,Santos,Bronze,2025-11-28,False,Android,10799.35,7,3166.64,Em Risco
CLI-01788,Cecilia Carvalho,2001-11-20,M,AC,Feijó,Bronze,2020-05-23,True,Android,6683.56,3,1922.21,Em Risco
CLI-01789,Kamilly Camargo,2000-11-08,F,SE,Aracaju,Bronze,2024-09-14,True,iOS,4485.39,3,2234.96,Em Risco
CLI-01790,Lorenzo Jesus,1999-04-07,F,SP,Santos,Bronze,2024-10-27,True,Android,21956.74,2,673.36,Churn
CLI-01791,Marcos Vinicius Pires,1993-05-04,F,SP,Campinas,Gold,2020-12-28,True,iOS,10540.35,58,18369.97,Promissor
CLI-01792,Clara Cardoso,2000-08-10,F,RN,São Gonçalo do Amarante,Bronze,2020-04-03,True,iOS,10912.48,4,3000.03,Hibernando
CLI-01793,Cauê Pires,1987-06-07,F,AL,Rio Largo,Bronze,2024-09-25,True,Android,10233.86,9,3136.21,Em Risco
CLI-01794,Srta. Ísis Fernandes,2001-05-23,M,TO,Palmas,Silver,2025-02-06,False,Desktop,4988.55,22,16421.73,Em Risco
CLI-01795,Eloá Leão,1991-02-19,M,TO,Araguaína,Bronze,2021-05-18,False,iOS,24111.64,10,2693.59,Em Risco
CLI-01796,Alícia Melo,1989-12-20,M,PB,Patos,Bronze,2021-05-06,True,iOS,19670.4,2,1530.51,Promissor
CLI-01797,Dra. Yasmin da Rocha,2001-06-05,F,RO,Porto Velho,Bronze,2023-04-10,True,iOS,9977.65,2,1713.41,Promissor
CLI-01798,Júlia Moreira,1987-06-08,F,PI,Parnaíba,Silver,2020-04-02,False,Desktop,4745.69,30,8951.0,Promissor
CLI-01799,Agatha Alves,1994-11-25,M,RN,Parnamirim,Bronze,2022-06-15,True,Android,24728.95,7,4699.39,Hibernando
CLI-01800,João Miguel Pacheco,1988-03-14,NB,MS,Dourados,Bronze,2024-10-09,False,Android,20583.06,6,1458.28,Em Risco
CLI-01801,Davi Lucca Cirino,1997-12-20,F,RJ,Duque de Caxias,Bronze,2020-01-02,False,Desktop,11601.2,9,4555.81,Churn
CLI-01802,João Felipe Cassiano,1987-11-26,NB,PI,Parnaíba,Bronze,2023-06-21,True,iOS,6854.94,7,2277.37,Promissor
CLI-01803,Rebeca Nogueira,1985-06-19,F,AM,Manaus,Bronze,2021-03-22,True,Android,5779.76,6,3039.88,Promissor
CLI-01804,Sara Casa Grande,2004-08-24,M,MA,Timon,Bronze,2021-05-26,True,Android,10030.24,4,2316.65,Hibernando
CLI-01805,Maria Flor Marques,2001-11-01,F,RJ,Nova Iguaçu,Gold,2025-03-21,True,Android,20304.14,48,21467.41,Campeão
CLI-01806,Matteo da Luz,1996-05-16,F,PB,João Pessoa,Gold,2022-08-26,True,Android,8286.45,40,24777.88,Fiel
CLI-01807,Dr. Gustavo da Cunha,1998-07-23,F,PI,Floriano,Bronze,2022-04-02,True,Android,14083.52,2,1395.41,Churn
CLI-01808,Cauê Castro,1997-06-14,F,GO,Luziânia,Bronze,2025-10-20,True,Android,23368.26,4,766.27,Em Risco
CLI-01809,Sra. Vitória Gomes,1991-09-13,M,MG,Belo Horizonte,Gold,2020-05-16,True,Desktop,7322.18,52,18469.88,Campeão
CLI-01810,Antony Moraes,1993-09-19,F,PB,João Pessoa,Bronze,2022-12-08,True,Android,19453.43,9,2488.59,Churn
CLI-01811,Larissa Nogueira,1992-05-15,F,DF,Brasília,Bronze,2021-09-08,False,Desktop,20951.65,10,3362.02,Promissor
CLI-01812,Sr. João Felipe Nogueira,1997-08-01,M,RS,Caxias do Sul,Bronze,2024-05-28,True,Android,17997.25,9,5624.21,Promissor
CLI-01813,Carolina Pacheco,2006-09-22,F,SC,Blumenau,Bronze,2021-03-17,True,Android,10904.12,3,2070.31,Em Risco
CLI-01814,Ana Beatriz Monteiro,2002-12-10,F,GO,Luziânia,Bronze,2025-07-16,False,iOS,7423.24,7,4555.05,Promissor
CLI-01815,Sr. Yuri Abreu,2003-08-11,F,RJ,Petrópolis,Platinum,2021-02-08,True,iOS,20214.06,75,42496.17,Fiel
CLI-01816,Henrique Sá,2000-05-18,Não informado,PR,Cascavel,Bronze,2025-08-09,True,Android,22464.76,2,1353.57,Churn
CLI-01817,Stephany Garcia,1988-12-21,M,SE,Itabaiana,Gold,2020-10-20,True,iOS,9661.6,46,21410.49,Fiel
CLI-01818,Dr. Gustavo Henrique Rezende,2004-07-15,M,PI,Picos,Silver,2024-10-14,True,Desktop,19068.95,12,7753.13,Fiel
CLI-01819,Levi Guerra,1991-01-03,F,ES,Vitória,Gold,2025-06-19,True,Android,19584.8,45,23155.78,Fiel
CLI-01820,Maria Cecília da Cunha,2004-03-16,F,SC,Blumenau,Gold,2023-07-18,False,Android,23985.65,18,9398.16,Fiel
CLI-01821,Sophie Gomes,1991-04-10,F,PI,Teresina,Gold,2024-01-03,False,iOS,11480.47,36,29088.7,Campeão
CLI-01822,Yasmin Borges,1995-05-09,M,MT,Cuiabá,Platinum,2023-01-12,True,Desktop,21755.32,61,36188.02,Campeão
CLI-01823,Davi Garcia,1986-11-11,F,SC,Joinville,Platinum,2025-04-13,False,Android,18488.44,119,78740.89,Campeão
CLI-01824,Helena Souza,2005-11-05,NB,AL,Palmeira dos Índios,Gold,2024-06-24,False,Android,21620.31,17,3884.7,Fiel
CLI-01825,Vitor Gabriel Vasconcelos,1985-11-16,F,SC,Criciúma,Silver,2023-06-28,True,iOS,7394.74,15,7666.25,Fiel
CLI-01826,Liz da Rosa,1993-05-24,M,MA,Caxias,Silver,2023-01-15,True,Android,20078.72,22,13213.5,Promissor
CLI-01827,Agatha Macedo,1987-08-16,F,DF,Brasília,Silver,2022-06-03,True,Android,20066.93,9,4964.68,Promissor
CLI-01828,Rafaela da Cruz,2004-09-06,F,SP,Ribeirão Preto,Bronze,2024-11-25,True,Desktop,10386.36,4,2029.19,Promissor
CLI-01829,Ana Aragão,1996-06-10,F,PA,Belém,Gold,2025-10-09,False,Android,14583.48,56,34052.19,Fiel
CLI-01830,Sr. Raul Lima,2003-03-05,F,RJ,Nova Iguaçu,Silver,2025-01-27,False,Desktop,18113.51,23,7671.64,Fiel
CLI-01831,Ana Sophia Nogueira,2003-08-15,F,MG,Contagem,Bronze,2020-01-22,False,iOS,19746.24,1,288.92,Churn
CLI-01832,Isis Moura,2006-05-23,F,PB,Campina Grande,Silver,2024-08-05,True,Android,7523.14,10,3637.39,Em Risco
CLI-01833,Sr. Pedro Henrique Teixeira,2002-06-21,F,AL,Rio Largo,Bronze,2022-08-07,False,iOS,10364.16,10,5997.4,Hibernando
CLI-01834,Eduarda das Neves,2004-05-27,M,PA,Santarém,Bronze,2023-06-17,False,Android,19901.78,2,1116.06,Hibernando
CLI-01835,Dra. Maya Vargas,1992-04-24,F,ES,Vila Velha,Bronze,2025-11-26,True,Android,15840.32,5,2061.92,Promissor
CLI-01836,Antonella Macedo,2000-11-19,M,SP,Santos,Platinum,2023-12-26,True,Android,24880.61,118,34241.83,Fiel
CLI-01837,Isaac da Rocha,1996-12-25,F,SC,Chapecó,Silver,2023-01-04,True,Desktop,10328.53,19,3266.63,Promissor
CLI-01838,Sophia Ribeiro,1986-07-15,M,RJ,Rio de Janeiro,Silver,2024-11-09,False,Android,9533.52,23,4000.93,Em Risco
CLI-01839,Sara Santos,1996-10-26,F,MA,Imperatriz,Silver,2021-11-18,True,iOS,24959.82,29,22726.97,Promissor
CLI-01840,Isabela da Cunha,2006-06-23,F,AL,Arapiraca,Gold,2024-10-14,True,Android,20029.53,17,7845.32,Campeão
CLI-01841,Luna Rios,1991-10-01,F,RJ,Nova Iguaçu,Platinum,2020-05-07,False,Desktop,24450.57,36,21930.29,Fiel
CLI-01842,Isadora Freitas,2003-07-15,M,PB,Campina Grande,Bronze,2020-12-09,False,iOS,17654.75,9,7300.31,Em Risco
CLI-01843,Ana Luiza Porto,2002-03-13,F,PI,Piripiri,Bronze,2020-09-06,False,Desktop,20720.01,6,1844.89,Promissor
CLI-01844,Raquel Aparecida,2001-07-14,F,SP,Campinas,Platinum,2024-02-03,False,Desktop,6243.8,46,30700.27,Campeão
CLI-01845,Lorena Carvalho,2003-08-26,F,PE,Recife,Gold,2025-09-19,False,Desktop,9665.65,24,18307.01,Fiel
CLI-01846,Sr. João Lucas Brito,1991-03-12,M,RJ,Duque de Caxias,Platinum,2025-06-09,False,Desktop,17478.99,66,43754.42,Campeão
CLI-01847,Ana Cecília Campos,1999-04-17,M,RN,Natal,Silver,2020-11-11,True,iOS,15845.02,9,1972.94,Em Risco
CLI-01848,Sr. Benjamin Marques,1988-09-25,NB,SE,São Cristóvão,Bronze,2022-08-03,True,iOS,14250.12,5,2039.16,Em Risco
CLI-01849,Henry Moreira,1988-02-06,F,MA,Timon,Bronze,2023-03-18,False,Desktop,11385.09,4,2534.41,Em Risco
CLI-01850,Renan Fernandes,1985-07-22,F,RN,Natal,Bronze,2025-08-14,False,Android,10896.47,2,1439.53,Promissor
CLI-01851,Nicole Fogaça,1990-02-16,M,RN,Natal,Bronze,2021-01-10,True,Android,11273.45,9,4434.16,Em Risco
CLI-01852,Esther Pires,2006-03-13,F,RJ,Niterói,Silver,2022-11-11,True,Desktop,4374.58,30,12735.68,Promissor
CLI-01853,Ester Silveira,1997-05-26,F,BA,Itabuna,Bronze,2024-01-19,False,Android,5076.09,8,4185.23,Hibernando
CLI-01854,Manuella Costa,1987-12-28,M,GO,Goiânia,Platinum,2022-09-19,True,iOS,2742.43,42,15087.4,Campeão
CLI-01855,Heloísa Gonçalves,1987-10-08,F,ES,Cariacica,Bronze,2025-07-24,True,Desktop,6420.22,3,1878.72,Hibernando
CLI-01856,Srta. Alana da Paz,1999-06-26,F,ES,Cachoeiro de Itapemirim,Bronze,2022-09-01,False,Android,14767.82,3,2410.79,Hibernando
CLI-01857,Luan Ramos,2004-11-03,F,BA,Feira de Santana,Silver,2020-07-12,True,Android,8208.73,19,6334.0,Fiel
CLI-01858,Ana Luiza Montenegro,1990-12-03,F,AL,Maceió,Silver,2022-01-26,True,iOS,10771.98,29,7772.29,Fiel
CLI-01859,Augusto Costela,1992-06-26,M,MT,Tangará da Serra,Platinum,2024-08-04,True,Android,10271.49,93,61302.05,Fiel
CLI-01860,Manuella Rezende,1989-05-23,M,ES,Cachoeiro de Itapemirim,Silver,2023-01-11,False,iOS,15788.42,7,5785.09,Fiel
CLI-01861,Isabella Costa,1988-09-15,F,PE,Olinda,Bronze,2023-08-15,True,Android,23968.8,7,4223.64,Churn
CLI-01862,Gustavo Henrique Ramos,2006-04-27,F,RO,Vilhena,Gold,2020-11-25,True,Android,11954.47,45,25028.5,Campeão
CLI-01863,Aurora Siqueira,2000-05-28,M,PE,Petrolina,Gold,2022-02-25,True,Desktop,18270.46,15,4854.85,Promissor
CLI-01864,Vitor Hugo Pimenta,1996-07-01,M,RJ,Rio de Janeiro,Platinum,2022-05-06,False,Android,9225.16,91,17166.65,Fiel
CLI-01865,Rael da Conceição,2000-10-16,F,ES,Vitória,Bronze,2023-05-15,True,iOS,15218.67,6,2505.71,Promissor
CLI-01866,Srta. Lara Nogueira,1991-05-17,NB,SC,Chapecó,Bronze,2022-05-22,True,Android,21811.11,1,658.26,Churn
CLI-01867,João Felipe da Rosa,2003-12-20,M,RJ,Duque de Caxias,Silver,2021-11-23,True,Android,16557.9,18,3512.17,Promissor
CLI-01868,Caroline Vieira,1996-08-02,F,BA,Camaçari,Gold,2025-04-19,True,Android,6634.1,51,36207.99,Fiel
CLI-01869,Sra. Vitória das Neves,1987-01-15,M,BA,Salvador,Silver,2021-06-04,True,Android,14641.88,9,4479.37,Fiel
CLI-01870,Lucas Gabriel Teixeira,1992-04-22,F,SC,Blumenau,Gold,2021-01-26,True,iOS,20218.71,24,8223.99,Campeão
CLI-01871,Pietra Vargas,1993-12-08,F,ES,Serra,Gold,2025-01-13,False,Android,9770.17,54,17931.6,Fiel
CLI-01872,Sofia Vargas,1995-04-16,F,PE,Recife,Bronze,2025-01-02,True,iOS,23809.34,7,5312.13,Churn
CLI-01873,Srta. Manuella Pinto,2001-01-09,F,MG,Montes Claros,Bronze,2021-06-12,False,Android,11729.43,5,3722.22,Em Risco
CLI-01874,Brayan Nunes,1985-08-18,M,SP,Santos,Platinum,2023-09-17,True,iOS,18747.4,111,100165.05,Campeão
CLI-01875,Liam Fernandes,1987-08-02,NB,SP,São Paulo,Platinum,2020-10-23,False,iOS,17391.25,71,47826.87,Campeão
CLI-01876,Srta. Clarice Peixoto,2000-03-17,M,PB,Bayeux,Silver,2023-04-27,True,Android,20437.08,30,16791.46,Fiel
CLI-01877,Isabella Vieira,2003-07-10,F,MG,Juiz de Fora,Bronze,2022-02-14,True,Desktop,4268.07,1,326.0,Em Risco
CLI-01878,Thales Borges,2006-02-05,F,MS,Corumbá,Bronze,2020-03-22,False,iOS,10619.18,3,2256.87,Em Risco
CLI-01879,João Lucas Andrade,2001-08-20,F,RN,Natal,Bronze,2021-11-28,False,Android,9689.6,2,415.55,Promissor
CLI-01880,Maria Cecília Sampaio,2006-11-19,F,SP,Santos,Silver,2023-05-09,True,iOS,22942.32,10,7253.81,Em Risco
CLI-01881,Ravi Lucca Casa Grande,2003-06-17,F,GO,Aparecida de Goiânia,Bronze,2023-03-08,False,iOS,21949.64,9,3038.25,Em Risco
CLI-01882,Luiz Gustavo Pires,1997-08-03,F,AC,Cruzeiro do Sul,Bronze,2022-12-22,True,iOS,18753.25,9,4090.49,Promissor
CLI-01883,Srta. Milena da Conceição,2000-11-05,M,SE,São Cristóvão,Silver,2020-10-05,True,Desktop,18786.01,16,2814.87,Fiel
CLI-01884,Vitor Gabriel da Mata,2003-08-27,M,PE,Caruaru,Bronze,2020-05-19,True,Android,14549.34,4,2625.94,Hibernando
CLI-01885,Dra. Ana Júlia Lopes,1987-07-27,M,PR,Maringá,Platinum,2021-10-21,True,Desktop,21186.02,86,18090.24,Campeão
CLI-01886,Pedro Lopes,1994-09-26,F,MG,Contagem,Bronze,2023-04-19,True,Desktop,18094.76,7,1574.53,Em Risco
CLI-01887,Srta. Yasmin Gomes,1992-11-14,M,AM,Manacapuru,Bronze,2025-08-16,True,Android,22375.19,3,2012.05,Hibernando
CLI-01888,Felipe Moraes,1990-10-28,M,TO,Porto Nacional,Gold,2023-06-16,True,Android,14166.87,22,7898.15,Promissor
CLI-01889,Catarina Garcia,2003-01-25,F,RJ,Niterói,Silver,2021-05-18,False,Android,24122.7,25,3807.74,Promissor
CLI-01890,Vitor Hugo Campos,2004-02-14,F,MG,Montes Claros,Silver,2025-06-16,False,iOS,24302.62,12,5646.15,Fiel
CLI-01891,Brayan Costela,1989-01-08,M,SP,Santos,Gold,2023-10-08,False,iOS,3819.57,18,9730.97,Fiel
CLI-01892,Gael Alves,1988-12-04,F,PB,Campina Grande,Bronze,2023-03-27,False,Android,11974.84,3,1373.06,Churn
CLI-01893,Maysa Nascimento,2001-05-05,F,SP,São Paulo,Platinum,2024-04-07,True,Android,6053.08,72,45117.68,Fiel
CLI-01894,Maria Sophia Pires,2006-07-23,F,CE,Juazeiro do Norte,Silver,2023-08-26,True,Android,12203.71,7,5106.86,Em Risco
CLI-01895,Aylla Correia,1992-07-11,F,BA,Camaçari,Gold,2020-01-24,False,Android,3751.05,27,6687.63,Promissor
CLI-01896,Gael Moreira,2005-05-10,F,CE,Maracanaú,Bronze,2021-08-17,False,iOS,3681.19,8,3076.16,Churn
CLI-01897,André Lopes,2004-08-20,M,RS,Caxias do Sul,Gold,2021-12-23,True,iOS,15345.35,18,12767.86,Fiel
CLI-01898,Ian Pereira,1997-10-01,M,PE,Caruaru,Silver,2022-06-28,False,Android,6426.64,11,7293.93,Fiel
CLI-01899,Pedro Santos,1992-09-04,F,RS,Pelotas,Bronze,2021-04-01,False,Android,12019.76,8,2293.37,Hibernando
CLI-01900,Sra. Ana Liz Castro,2000-05-01,F,RS,Caxias do Sul,Bronze,2025-10-18,True,iOS,3508.5,6,2072.02,Hibernando
CLI-01901,Heitor Freitas,1989-06-04,M,PB,João Pessoa,Gold,2020-08-23,True,iOS,15724.57,20,8532.42,Promissor
CLI-01902,Lara Sampaio,2005-11-22,F,SP,Santos,Platinum,2022-06-13,True,iOS,4471.03,69,16013.11,Campeão
CLI-01903,Luna da Cruz,2001-02-19,M,GO,Goiânia,Bronze,2020-04-27,True,Desktop,24122.46,6,4223.35,Hibernando
CLI-01904,Luan Dias,2000-02-11,F,SP,Sorocaba,Platinum,2025-08-28,True,Android,24072.83,70,30397.67,Fiel
CLI-01905,Alexandre Nascimento,1985-07-04,F,SP,Santos,Silver,2025-07-05,False,Android,12232.94,7,4563.47,Em Risco
CLI-01906,Antony da Rosa,1987-06-02,M,RJ,Rio de Janeiro,Bronze,2022-03-02,True,Android,12521.33,6,3424.13,Churn
CLI-01907,Sra. Mariana Farias,1998-01-17,M,PE,Caruaru,Gold,2020-12-25,True,Android,4661.06,52,7840.32,Fiel
CLI-01908,Srta. Eloá das Neves,2001-09-17,M,SC,Criciúma,Bronze,2024-02-18,True,iOS,7969.14,10,3058.25,Promissor
CLI-01909,Paulo Pacheco,2002-12-12,F,RN,Macaíba,Silver,2020-09-27,True,Android,3291.65,26,9633.94,Em Risco
CLI-01910,Dra. Olívia Albuquerque,2002-03-13,F,PB,Patos,Silver,2023-03-17,False,Android,18790.06,6,1074.54,Em Risco
CLI-01911,Arthur Gabriel Gonçalves,1994-08-05,F,SP,Osasco,Platinum,2025-04-15,False,Android,18518.22,56,19820.01,Fiel
CLI-01912,Heloísa Porto,1997-10-15,Não informado,DF,Ceilândia,Bronze,2024-10-19,True,iOS,7099.44,10,4691.01,Churn
CLI-01913,Henry Aparecida,1993-10-02,M,MG,Contagem,Bronze,2023-07-17,True,Android,13557.03,9,5496.17,Em Risco
CLI-01914,Fernanda Martins,1986-06-22,F,SE,Lagarto,Bronze,2024-06-27,False,Android,17255.97,7,1875.51,Em Risco
CLI-01915,Samuel Casa Grande,1989-06-17,F,MG,Belo Horizonte,Bronze,2022-07-11,True,Android,17732.65,4,1213.47,Promissor
CLI-01916,Ester Garcia,2003-03-27,M,SE,São Cristóvão,Bronze,2023-02-12,True,Android,17457.69,5,2660.9,Em Risco
CLI-01917,Luiz Felipe Lima,1985-11-02,M,BA,Vitória da Conquista,Bronze,2022-05-19,True,iOS,14887.63,1,592.14,Em Risco
CLI-01918,Heloisa Silva,1992-09-17,M,SE,Itabaiana,Bronze,2023-03-10,False,Android,8096.44,7,1365.29,Hibernando
CLI-01919,Arthur Sá,1987-05-08,F,ES,Vitória,Bronze,2022-03-20,False,iOS,8754.54,5,2913.12,Em Risco
CLI-01920,Juan Moreira,1998-06-09,F,DF,Sobradinho,Bronze,2023-07-05,True,Desktop,10995.82,9,5260.48,Churn
CLI-01921,Kaique Alves,2005-07-02,F,ES,Serra,Bronze,2020-03-05,True,Android,13032.2,4,639.5,Churn
CLI-01922,Mariana Castro,2006-06-17,F,RJ,Niterói,Gold,2024-12-02,False,Android,22357.64,31,6744.51,Promissor
CLI-01923,Vitor Hugo Marques,1986-12-18,M,SP,Ribeirão Preto,Bronze,2020-03-07,True,Android,16319.76,10,2345.07,Churn
CLI-01924,Luigi Gomes,1995-03-16,F,PE,Caruaru,Silver,2023-10-11,True,Android,5756.82,22,16475.28,Promissor
CLI-01925,Otto Barbosa,2002-09-27,F,PB,Bayeux,Gold,2023-04-24,True,iOS,7593.18,19,6669.45,Fiel
CLI-01926,Maria Eduarda Vieira,1989-07-22,M,MG,Montes Claros,Bronze,2023-11-19,True,iOS,11122.78,2,1869.18,Hibernando
CLI-01927,Isis Garcia,2003-12-04,NB,CE,Fortaleza,Bronze,2020-10-26,False,Desktop,5717.83,10,2185.58,Promissor
CLI-01928,Paulo Aragão,2006-04-10,F,AL,Palmeira dos Índios,Bronze,2020-01-08,True,Android,21801.97,5,882.45,Em Risco
CLI-01929,Alice Barros,1995-02-23,M,RJ,Nova Iguaçu,Gold,2025-04-06,True,iOS,12634.81,35,22306.89,Promissor
CLI-01930,Diogo Cavalcante,1993-01-26,F,AL,Maceió,Silver,2023-08-04,True,Android,4852.75,14,8119.4,Em Risco
CLI-01931,Theo Cavalcante,2000-03-25,F,SE,Itabaiana,Gold,2021-08-11,True,iOS,7505.89,57,52985.89,Campeão
CLI-01932,Mateus Costela,2005-10-20,M,PE,Petrolina,Gold,2024-08-01,True,iOS,24317.59,53,42955.56,Campeão
CLI-01933,Vitor Gabriel Ribeiro,1997-05-03,F,ES,Vila Velha,Silver,2020-07-01,False,Desktop,18313.52,12,3350.72,Promissor
CLI-01934,Catarina Oliveira,1997-04-03,F,AL,Palmeira dos Índios,Silver,2025-01-03,True,Desktop,4628.97,5,4111.18,Em Risco
CLI-01935,Pedro Miguel Sampaio,1994-01-02,M,MA,São Luís,Bronze,2022-08-10,False,Android,20866.94,9,3800.12,Promissor
CLI-01936,Luísa Peixoto,1999-01-21,M,GO,Anápolis,Silver,2021-07-26,True,Android,4115.86,8,1153.46,Promissor
CLI-01937,Fernanda Monteiro,1994-10-07,F,RS,Canoas,Bronze,2021-01-15,True,iOS,19575.02,9,2538.16,Em Risco
CLI-01938,Lucca Lopes,1990-02-09,F,SP,Santos,Gold,2022-05-03,True,Android,17475.62,37,13961.88,Fiel
CLI-01939,Juliana da Costa,1995-06-06,M,DF,Samambaia,Silver,2021-10-04,True,Desktop,22904.61,20,11230.63,Fiel
CLI-01940,Letícia Souza,2003-10-06,NB,ES,Cariacica,Gold,2023-11-13,True,Android,17070.88,37,10340.88,Campeão
CLI-01941,João Costela,2003-05-25,M,RJ,Duque de Caxias,Bronze,2023-12-05,True,iOS,19290.59,5,2935.74,Hibernando
CLI-01942,Natália da Cunha,1995-11-08,M,AL,União dos Palmares,Silver,2024-03-28,True,Android,4260.42,20,11176.57,Promissor
CLI-01943,Luara Cavalcante,1988-08-20,F,PE,Petrolina,Gold,2023-08-02,False,Android,21057.02,42,6196.19,Promissor
CLI-01944,Pietra Mendonça,1988-07-05,M,SP,São Paulo,Bronze,2022-01-13,True,Desktop,11514.49,10,4642.91,Churn
CLI-01945,Fernando Cunha,1988-05-22,M,DF,Sobradinho,Gold,2025-11-11,True,Android,17381.77,38,19546.9,Campeão
CLI-01946,Marina Campos,1997-07-24,F,SP,Osasco,Bronze,2024-03-12,False,Android,6406.78,6,1531.33,Em Risco
CLI-01947,Sr. João Gabriel Farias,1988-11-25,F,SP,São Paulo,Platinum,2025-01-03,True,Android,8178.52,71,29455.53,Fiel
CLI-01948,Antônio Duarte,1987-04-01,F,TO,Paraíso do Tocantins,Silver,2020-11-24,True,iOS,24359.05,22,12783.27,Fiel
CLI-01949,Arthur Moraes,2006-12-27,F,TO,Palmas,Gold,2024-07-16,False,Android,14407.57,23,7218.24,Campeão
CLI-01950,Isis Costela,1998-06-11,M,MA,Imperatriz,Bronze,2025-07-03,True,Android,7299.76,10,2751.54,Hibernando
CLI-01951,Sr. Matteo Caldeira,1997-02-21,F,MA,Timon,Bronze,2025-11-23,True,iOS,16625.31,4,2839.84,Promissor
CLI-01952,Caleb Borges,2005-10-19,F,SE,São Cristóvão,Silver,2020-07-28,False,iOS,17494.57,19,8074.14,Fiel
CLI-01953,Ísis Lima,1989-09-05,F,BA,Feira de Santana,Silver,2025-07-26,True,Desktop,16112.8,19,12730.87,Em Risco
CLI-01954,Ravi Lucca Nunes,1995-03-20,M,MA,Imperatriz,Silver,2023-05-09,False,Desktop,12157.1,14,7769.3,Fiel
CLI-01955,José Mendes,1988-02-10,F,GO,Rio Verde,Silver,2021-04-02,True,Android,13275.31,18,5892.75,Em Risco
CLI-01956,Luísa Rodrigues,2006-12-02,F,CE,Juazeiro do Norte,Gold,2025-07-23,False,Android,15485.36,25,16575.99,Promissor
CLI-01957,Dr. Asafe Abreu,1992-08-06,F,MG,Contagem,Silver,2020-07-06,True,Desktop,13946.2,28,21107.89,Fiel
CLI-01958,Dra. Ana Julia Moura,1996-11-20,M,SP,Campinas,Bronze,2024-10-16,True,Android,13499.46,8,5547.35,Hibernando
CLI-01959,Henry Gabriel Gomes,2005-03-09,F,AL,Maceió,Silver,2025-08-09,True,Android,23254.39,26,4644.08,Em Risco
CLI-01960,Anthony Gabriel Porto,1996-07-21,M,MS,Corumbá,Bronze,2023-07-04,True,iOS,7179.87,2,663.26,Churn
CLI-01961,Sr. Cauê Fernandes,1992-01-24,M,GO,Goiânia,Gold,2024-12-05,True,Android,7521.36,51,41131.06,Promissor
CLI-01962,Dr. Lucas Campos,2000-11-23,F,SC,Florianópolis,Gold,2024-09-07,True,iOS,23192.23,20,5912.05,Promissor
CLI-01963,Pedro Henrique Borges,1989-01-03,F,ES,Vila Velha,Silver,2024-08-28,False,iOS,12329.2,5,2602.35,Promissor
CLI-01964,Joaquim Ferreira,1991-11-13,F,AL,União dos Palmares,Silver,2022-02-06,False,Android,2912.21,24,14231.44,Promissor
CLI-01965,Ágatha Souza,2004-05-23,M,MG,Belo Horizonte,Bronze,2024-05-23,True,Android,11912.69,3,780.53,Hibernando
CLI-01966,Sra. Ágatha Azevedo,1986-03-24,M,SP,Campinas,Platinum,2025-09-08,False,iOS,16894.26,30,19043.5,Fiel
CLI-01967,Lunna Leão,2003-02-14,M,CE,Juazeiro do Norte,Bronze,2024-03-28,True,Desktop,11995.6,9,1574.9,Promissor
CLI-01968,Dr. Leandro Araújo,2002-08-24,F,SE,São Cristóvão,Gold,2025-05-01,True,Android,23714.52,30,7248.78,Fiel
